## 0101	シド
120mm砲	29.038933
フランス陸軍の火砲	29.038933
政治家	29.003698
LaLa	29.003698
清水玲子	29.003698
ブローニュ＝ビヤンクール出身の人物	29.003698
1950年生	29.003698
定理	28.979567
初等幾何学	28.979567
数学に関する記事	28.979567
1804年に設立された州・地域	28.967716
イタリア王	28.955225
出典のページ番号が要望されている記事	28.955225
フランスの紙幣の人物	28.955225
ネーデルラントの君主	28.955225
雑多な内容を箇条書きした節のある記事 - 2011年1月-5月	28.955225
カトリック教会に破門された人物	28.955225
ドイツの領邦君主	28.955225
アジャクシオ出身の人物	28.955225
1821年没	28.955225
1786年生	28.946999
王政復古	28.939903
1986年生	28.925865
雑多な内容を箇条書きした節のある記事 - 2013年5月-8月	28.886995
言葉を濁した記述のある記事/2013年	28.886995
マルティニーク出身の人物	28.886995
フランスの王妃	28.886995
1814年没	28.886995
トリックテイキングゲーム	28.878738
日本のトランプゲーム	28.878738
1806年生	28.875406
1796年没	28.866077
1774年生	28.866077
自殺した人物	28.858887
1753年生	28.858887
第二次世界大戦期フランスの軍人	28.858318
1997年没	28.858318
1914年生	28.858318
1963年生	28.857859
原哲夫	28.857859
日本の漫画家	28.857859
漫画家	28.857859
1860年没	28.812809
マルセイユ出身の人物	28.812809
スウェーデン＝ノルウェーの王妃	28.812809
スウェーデンのカトリック教会の信者	28.812809
フランス革命期の出来事	28.810913
クーデター	28.810913
1799年のフランス	28.810913
1799年の戦闘	28.810913
1805年に設立された州・地域	28.808739
1807年のフランス	28.796986
1806年のフランス	28.796986
1802年に設立された州・地域	28.779928
オスマン帝国の戦闘	28.777163
捕虜	28.777163
1868年没	28.75746
フランスの大使	28.75746
1810年生	28.75746
フランスの軍人	28.75746
ポーランド系フランス人	28.75746
17世紀の建築物	28.75746
パリ7区	28.75746
パリの墓地	28.75746
フランスのモニュメントと記念建造物	28.75746
パリの歴史	28.75746
パリの建築物	28.75746
パリのセーヌ河岸	28.75746
大鉄十字章受章者	28.757025
スウェーデン＝ノルウェーの君主	28.757025
ベルナドッテ家	28.757025
1844年没	28.757025
スウェーデンの摂政	28.757025
ドレスデンの歴史	28.744417
2010年代のミュージカル	28.740211
2014年の舞台作品	28.740211
1793年生	28.723597
軍馬	28.723597
軍事	28.723597
イギリス供用種牡馬	28.723597
アラブ種	28.723597
1853年没	28.716957
フランス第一帝政の軍人	28.716957
通貨統合	28.709732
金貨	28.709732
1820年生	28.704178
1856年生	28.704178
1879年没	28.704178
イギリスの軍人	28.704178
フランスの君主の継嗣	28.704178
戦死した人物	28.704178
1904年没	28.704178
アニメの登場人物	28.689144
架空の軍人	28.689144
特筆性の基準を満たしていないおそれのある記事/2011年12月	28.689144
漫画の登場人物	28.689144
1847年没	28.688564
テレビ番組	28.670513
スパイドラマ	28.670513
テレビドラマのスピンオフ作品	28.670513
アメリカ合衆国のテレビドラマ	28.670513
フランス革命	28.66758
フランスの行政機関	28.66758
フランスの法律	28.666775
フランスの法典	28.666775
フランスの私法	28.666775
名数5	28.666775
1805年の戦闘	28.644396
1805年のオーストリア	28.644396
1834年没	28.644396
フランスの外交官	28.644396
フランス革命関連人物	28.644396
マルクス＝エンゲルスとその著作	28.644056
オランダの王妃	28.644056
1850年代の書籍	28.644056
マルクス主義	28.644056
1837年没	28.644056
哲学	28.644056
1846年没	28.643164
ナポリの君主	28.635786
1767年生	28.635786
刑死した人物	28.635786
1780年生	28.618614
1825年没	28.618614
1814年の法	28.611448
ニーダーザクセンの歴史	28.611448
ノルトライン＝ヴェストファーレンの歴史	28.611448
ヘッセンの歴史	28.611448
ヴェストファーレン国王	28.611448
1814年のフランス	28.611448
1814年のロシア	28.611448
ザクセン＝アンハルトの歴史	28.611448
多国間条約	28.611448
名数100	28.595028
1815年の戦闘	28.595028
フランス史の人物	28.573467
1849年没	28.573467
戦争漫画	28.571226
漫画作品	28.571226
1782年生	28.543737
1839年没	28.543737
ナポリの后妃	28.543737
1764年生	28.539381
ロレーヌの人物	28.539381
人物	28.539381
ライプツィヒの歴史	28.531754
1813年のフランス	28.531754
ザクセンの歴史	28.531754
1813年のオーストリア	28.531754
ガーター勲章	28.502623
1873年没	28.502623
1808年生	28.502623
フランスの大統領	28.502623
フランス第二共和政の人物	28.502623
修正が必要な仮リンクを含む記事	28.502623
捕虜となった人物	28.502623
曖昧さ回避の必要なリンクのあるページ	28.502623
良質な記事	28.502623
アルミニウム	28.501799
1851年没	28.490005
7月王政の人物	28.490005
復古ブルボン朝の人物	28.490005
大元帥	28.490005
フランスの首相	28.490005
継続中の作品	28.485788
1840年没	28.478735
1775年生	28.478735
イギリスの博物館	28.478735
セントヘレナ	28.478735
住宅	28.478735
西洋史学者	28.476742
1762年生	28.476742
イタリア史の人物	28.476742
ピオンビーノ公	28.476742
王配	28.476742
1923年生	28.476742
2004年没	28.476742
北海道出身の人物	28.476742
北海道教育大学の教員	28.476742
日本の歴史学者	28.476742
1815年生	28.476742
フランスの戦争	28.461761
1810年代	28.461761
19世紀の戦争	28.461761
イギリスの戦争	28.461761
イタリアの戦争	28.461761
オスマン帝国の戦争	28.461761
オランダの戦争	28.461761
オーストリアの戦争	28.461761
サルデーニャ王国	28.461761
スウェーデンの戦争	28.461761
スペインの戦争	28.461761
デンマークの戦争	28.461761
ドイツの戦争	28.461761
1800年代	28.461761
プロイセン王国の戦争	28.461761
ポルトガルの戦争	28.461761
ポーランドの戦争	28.461761
神聖ローマ帝国の戦争	28.461761
イギリスのコメディ映画	28.425444
2001年の映画	28.425444
イギリスの歴史映画	28.425444
イタリアのコメディ映画	28.425444
イタリアの歴史映画	28.425444
ドイツのコメディ映画	28.425444
ドイツの歴史映画	28.425444
パリを舞台とした映画作品	28.425444
小説を原作とする映画	28.425444
すれちがい通信対応ソフト	28.420221
2012年のコンピュータゲーム	28.420221
アドベンチャーゲーム	28.420221
セガのゲームソフト	28.420221
ニンテンドー3DS用ソフト	28.420221
音楽ゲーム	28.420221
怪盗を主人公としたコンピュータゲーム	28.420221
1980年代のミュージカル	28.413998
舞台芸術	28.413998
1755年生	28.389706
1820年没	28.389706
オーストリアの歴史	28.384926
1805年の法	28.384926
1805年のヨーロッパ	28.384926
オーストリアの講和条約	28.384926
1932年生	28.37118
アイルランド系アメリカ人	28.37118
アメリカ合衆国の俳優	28.37118
エミー賞受賞者	28.37118
ニューヨーク市出身の人物	28.37118
フランスの文芸評論家	28.365686
フランスの小説家	28.365686
フランスのフェミニスト	28.365686
2001年のコンピュータゲーム	28.36031
ゲームボーイアドバンス用ソフト	28.36031
リアルタイムストラテジー	28.36031
任天堂のゲームソフト	28.36031
1768年生	28.356104
1813年没	28.356104
1796年のオーストリア	28.348978
1796年のイタリア	28.348978
1796年のフランス	28.348978
1796年の戦闘	28.348978
ドイツ系アメリカ人	28.327044
アカデミー賞受賞者	28.327044
アメリカ合衆国の撮影監督	28.327044
1922年生	28.327044
ロサンゼルス出身の人物	28.327044
オーストリアの貴族	28.32443
1811年生	28.32443
結核で死亡した人物	28.32443
1869年没	28.312878
フランス革命期の女性	28.312878
1852年竣工船	28.297316
フランス海軍の戦列艦	28.297316
軍艦	28.297316
1826年没	28.295849
1770年生	28.295849
1809年のオーストリア	28.295849
1809年のフランス	28.295849
1809年の戦闘	28.295849
サヴォイア公女	28.291954
1911年没	28.291954
イタリアの王族	28.291954
1843年生	28.291954
トリノ出身の人物	28.291954
近代サヴォイア家	28.291954
皇族・王族の妃	28.291954
ポーランド系イタリア人	28.291954
モスクワの歴史	28.29153
ロシア・ポーランド戦争	28.29153
アロガント級戦列艦	28.266218
## 0106	アバター
存命人物	284.19651000000005
インターネット	210.27089300000003
コンピュータゲーム	190.06426
映画	174.41349300000002
ソーシャル・ネットワーキング・サービス	173.29973199999998
キャラクター	155.27584000000002
2009年の映画賞	154.897655
グラフィカルユーザインタフェース	134.82265
インターネットの文化	134.82265
アカデミー賞受賞者	113.08309200000001
チョコレート	96.742495
ハンゲーム	76.327512
映画関連の人物	76.090436
漫画	58.289338
かつて存在したウェブサイト	57.589254000000004
コミュニティサイト	57.589254000000004
2010年の映画	57.312404
チャット	57.00209
アメリカ合衆国の音響技術者	56.398677000000006
工業用油脂	40.865217
植物性油脂	40.865217
食用油脂	40.865217
仮想世界を舞台としたコンピュータゲーム	40.226582
PlayStation 2用ソフト	40.226582
2004年のコンピュータゲーム	40.226582
文学	40.099205
月刊コミック電撃大王の漫画作品	40.023938
アメリカ合衆国の映画プロデューサー	39.151804
アカテツ科	38.917615999999995
アメリカ合衆国の俳優	38.730636000000004
日本のウェブサイト	38.510147
スクウェア・エニックス	38.447687
2009年の映画	38.370115
アメリカ合衆国の特撮映画	38.370115
アメリカ合衆国のSFアクション映画	38.370115
2000年代の特撮作品	38.370115
携帯電話アプリゲーム	38.320244
企業	38.262029999999996
英国アカデミー賞受賞者	38.2243
Windows用ゲームソフト	38.110109
ロサンゼルス出身の人物	38.009755999999996
魔法少女を題材としたゲーム	37.923077
食文化	37.895882
アメリカ合衆国の3D映画作品	37.701685
恋愛アドベンチャーゲーム	37.517722
アトラスの人物	37.506411
月刊コンプエース	37.476391
PlayStation 3用ソフト	37.315326999999996
ポータルサイト	37.258139
携帯電話ウェブゲーム	37.178046
携帯電話	37.178046
1964年生	36.943133
自己啓発	20.662663
内容の精度・確度に欠けている可能性のある記事	20.662663
自己啓発セミナー	20.662663
ソニー・コンピュータエンタテインメントのゲームソフト	20.623913
シミュレーションゲーム	20.623913
2012年の小説	20.57572
書籍	20.57572
架空のコンピュータゲーム	20.57572
魔法少女	20.57572
漫画作品	20.376839
ヘアケア	20.099121
2010年のイギリス	20.080984
英国アカデミー賞	20.080984
漫画作品	20.052206
クラブサンデー	20.052206
神話を題材とした漫画作品	20.052206
NHN	20.041039
放送映画批評家協会賞	19.976772
SF小説を原作とする映画	19.908674
特撮オリジナルビデオ	19.908674
特筆性の基準を満たしていないおそれのある記事/2012年8月	19.908674
火星シリーズ	19.908674
アメリカ合衆国のオリジナルビデオ	19.908674
火星を舞台とした映画作品	19.908674
エドガー・ライス・バローズ原作の映画作品	19.908674
マンハッタンの建築物	19.854303
ヘルズ・キッチン	19.854303
アメリカ合衆国の録音スタジオ	19.854303
特筆性の基準を満たしていないおそれのある記事/2010年4月	19.851992
ブラウザゲーム	19.839523
サターン賞	19.83924
コンピュータ	19.723057
富士通の歴史	19.723057
オンラインゲーム作品	19.717827
ウォルト・ディズニー・ジャパン	19.717827
各年の日本週末興行成績1位の映画の一覧	19.69225
アルバム	19.670065
2009年のアルバム	19.670065
映画のサウンドトラック	19.670065
漫画作品	19.647099
アトラスのゲームソフト	19.602669
神話を題材としたコンピュータゲーム	19.602669
女神転生シリーズ	19.602669
1960年生	19.596876
ニューヨーク市出身の人物	19.596876
北海道の菓子	19.572598
いじめを題材とした小説	19.523485
いじめを題材とした映画作品	19.523485
山田悠介	19.523485
2011年の映画	19.523485
2009年の小説	19.523485
山田悠介原作の映画作品	19.523485
復讐を題材とした小説	19.523485
復讐を題材とした映画	19.523485
