## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
アメリカ合衆国のアクション映画	11.262813,0.7277635779249542
架空のクローン	11.547981,0.7352455468988147
サンパウロ州出身の人物	11.698256,0.7399317611882715
ゲーム主題歌	11.402207,0.7392089147870278
サッカーオランダ代表選手	22.705396999999998,0.9071870135792942
20世紀フォックスの作品	11.262813,0.7446637205170704
Facebook	11.755409,0.7521917381115681
UFCのブラジル大会	11.376429,0.747248129929698
ユナイテッド・アーティスツの作品	11.333041,0.747011860746742
アメリカ合衆国のスポーツ映画	11.472758,0.7492875141996742
ミシシッピ州の人物	11.473619,0.7518319008630543
テネシー州の人物	11.473619,0.7518319008630543
架空の物質	11.515039,0.7538087456384587
アメリカ合衆国の刑事映画	11.262813,0.751269741993323
フロリダ州の人物	11.279983,0.7518319008630543
インディアナ州の人物	11.21807,0.7518319008630543
悪魔のいけにえ	11.511589,0.7638164723081828
韓国の歌手グループ	11.532372,0.7643965942215363
アメリカ合衆国のスリラー映画	11.262813,0.760571801214002
ニンテンドーDS用ソフト	11.601909,0.770261339282312
アメリカ合衆国の総合格闘家	11.26085,0.7664371439662397
キャラクターソング・アルバム	11.516427,0.7762886884368212
小説を原作とする映画	11.333041,0.7741533519736482
イギリスのサイコスリラー映画	11.288376,0.7775337335608683
ベルギーのサッカー選手	11.393026,0.7792026566224396
NASCAR	11.205521,0.777081932517115
ファーロ県	11.253786,0.7778546167695471
カーレースを題材にした映画・オリジナルビデオ	11.472758,0.7820316183877741
ポストパンク・バンド	11.336029,0.7809436865331123
サタデー・ナイト・ライブ	11.2314,0.7806807713175637
MSX	11.316101,0.7886018649773007
フェラーリの人物	11.449381,0.7907432308337143
ニュージャージー州の人物	11.5201435,0.7920276956161407
ブレイク・エドワーズの監督映画	11.472758,0.7917851530349793
ノーマン・ジュイソンの監督映画	11.306524,0.7913477928883743
ペンシルベニア州の人物	11.2314,0.7920276956161407
2013年のメジャーリーグベースボール	11.270904,0.7936413386303772
2008年のシングル	11.402207,0.8005259785570034
南ホラント州出身の人物	11.420099,0.8016206248928325
テレビアニメのサウンドトラック	11.516427,0.8053002472291285
ポートランドの地理	11.370409,0.8079960062299953
オランダのサッカークラブ	11.350622,0.8093869268952941
魔法少女リリカルなのはの音楽	11.516427,0.814191333940709
Fateシリーズの音楽	11.402207,0.8166771565656333
アメリカ合衆国のR&B歌手	11.279983,0.8190446298439642
デンマークのヘヴィメタル・バンド	11.665802,0.8260722316886716
日本のアダルトビデオメーカー	11.374128,0.8220782232367396
シカゴを舞台とした映画作品	11.262813,0.8282197757701758
バーネット・ロンドン特別区出身の人物	11.449381,0.8313320028251354
TBSのローカル番組	11.712873,0.838231631515775
リーグチャンピオンシップシリーズ	11.270904,0.8329088836376884
エンジェルのエピソード	11.3475275,0.8387027302669179
サンフランシスコの企業	11.252743,0.8410393275903538
セーヌ＝マリティーム県出身の人物	11.252743,0.8410980902777778
サウジアラビアのサッカークラブ	11.217816,0.8459478247063316
水樹奈々	11.547981,0.8509484717935527
メキシコ系アメリカ人の総合格闘家	11.26085,0.8499201811604556
TBSのミニ番組	11.712873,0.8592014324256257
顔	11.235151,0.8626701388888888
競走馬の血統	11.258955,0.8635349285193757
東証一部上場企業	11.380365,0.866166792588306
メトロイド	11.515039,0.8682227403253395
ブラザー工業	11.393437,0.8665787037037035
シャーロット・ボブキャッツ	11.513367,0.8719408516589504
ピッツバーグを舞台とした映画作品	11.306524,0.8695825872699473
BS-TBSのテレビ番組	11.712873,0.8868345532550295
TBSの音楽番組	11.712873,0.8950603352194787
北ホラント州の基礎自治体	11.566965,0.8953200338648832
デトロイト・タイガース	11.270904,0.8929170744979802
リェイダ県	11.302492,0.8955444637345678
イギリスのオルタナティヴ・ロック・バンド	11.336029,0.898407890553555
アメリカ合衆国のオルタナティヴ・ロック・バンド	11.336029,0.8999121629586762
ニューイングランド・ペイトリオッツ	11.276817,0.9037835232874656
サッカーベルギー代表選手	11.393026,0.9071870135792942
イギリスのインディー・ロック・バンド	11.336029,0.9101170773557765
アメリカ合衆国のインディー・ロック・バンド	11.336029,0.9111199256258571
ボストン・レッドソックス	11.270904,0.9136611493341332
インディアナポリス・コルツ	11.276817,0.9158521010159463
KRCヘンクの選手	11.393026,0.9187350501543209
VfLヴォルフスブルクの選手	11.285298,0.9252181927297667
SCヘーレンフェーンの選手	11.420099,0.9307836612654319
中京区の企業	11.380365,0.9319112393100565
PSVアイントホーフェンの選手	11.285298,0.9307836612654319
レンジャーズの選手	11.393026,0.934262621634945
DREAMの大会	11.306758,0.9371026848547525
ADOデン・ハーグの選手	11.420099,0.9474434692215362
エクセルシオールの選手	11.393026,0.9479595336076816
サークル・ブルッヘの選手	11.393026,0.9479595336076816
フォルトゥナ・シッタートの選手	11.285298,0.9479595336076816
ニューカッスル・ユナイテッドFCの選手	11.420099,0.9531293134859395
説明が求められている文章がある記事	11.755409,1.0
物語世界内の観点に立って書かれている記事	11.547981,1.0
孤立	11.2586975,1.0
## IMINE2-J-004	壁紙
存命人物	163.99931000000004,
建築	148.88056500000002,0.010555555555555554
装飾	149.24537,0.0662692901234568
建築材料	148.88056500000002,0.13584136607712716
インテリア	149.271399,0.21219465143157862
企業	130.500142,0.4416288120097093
住宅関連企業	64.53953,0.17541573416836795
日本のイラストレーター	88.471079,0.33414924485963843
シングル	73.09683000000001,0.4560267047311707
Leadの楽曲	73.09683000000001,0.5477110839062321
20世紀美術	23.122193000000003,0.22327327573799882
化成品	12.331368,0.13583622685185184
複合材料	12.331368,0.14945023148148148
紙	25.099442,0.26816763118162545
包装	12.331368,0.16346254079956354
容器	12.033027,0.17966796875000002
放送局のマスコット	23.122193000000003,0.2848336100455773
グラフィカルユーザインタフェース	39.175204,0.4406763081765216
美術家	62.931286,0.6611111111111112
オープンソース	23.484155,0.3083592701690186
日本の漫画家	38.19569,0.44464467355683285
衣料	13.066415,0.22061545462274748
文化運動	11.671065,0.221189438408759
キノコ	11.451128,0.22395826263264937
美少女ゲーム	37.863216,0.4613233810106852
印刷	12.033027,0.2313249291906071
日本の卸売企業	25.744135,0.3579574926835955
1979年生	24.517543,0.35058766597667756
1971年生	24.002433,0.35058766597667756
合成樹脂	12.331368,0.25846255743252233
東京都出身の人物	25.821078999999997,0.38410483129030687
ヨーロッパの文化史	11.671065,0.26114529816722803
西洋美術史	11.671065,0.26412966446841757
壁	12.302709,0.26977465532120626
PlaceEngine	12.033027,0.26814179571076435
住宅	12.302709,0.27282118055555554
2000年設立の企業	14.057915,0.29096525158665426
芸術運動	11.671065,0.2715073341523695
建築構造	12.302709,0.28050105905677813
1949年設立の企業	13.711108,0.29605016814948326
可塑剤	12.331368,0.29065713874480825
フリーウェア	27.646676,0.4323581756512723
1955年設立の企業	12.033027,0.29605016814948326
織物	11.671065,0.2974851275529645
伝統工芸	11.671065,0.30557975715586094
キャンペーンガール	11.451128,0.31240322744801985
1944年生	14.398784,0.35058766597667756
日本のアニメーター	24.87949,0.4489851184586238
2004年設立の企業	12.331368,0.33877630117073637
イギリスの文化	11.671065,0.3367401046764559
1913年設立の企業	11.671065,0.33877630117073637
交通事故死した人物	11.671065,0.3390508575365695
スマートフォン	12.766892,0.3514347088907849
技能士	14.42272,0.3664408377116514
1978年生	12.510591,0.35058766597667756
法律書	11.671065,0.3431248290212932
1988年没	11.671065,0.34439918147231124
1984年生	12.331368,0.35058766597667756
有機ヒ素化合物	12.033027,0.3502320072713048
1949年生	11.671065,0.35058766597667756
1985年生	11.671065,0.35058766597667756
1981年生	11.451128,0.35058766597667756
ゲームのグラフィッカー・原画家	25.856726000000002,0.47991821002635315
日本の事務用品メーカー	13.437144,0.37124972389522365
日本の建設会社	12.374611,0.36513145522069584
ゲームクリエイター	13.208425,0.3738043576149912
インセストを題材としたフィクション作品	11.811368,0.3631644282590319
フランスの博物館	14.448749,0.3999577267414214
共有筆名	13.489711,0.3945293209876543
オリジナルキャラクター	13.647485,0.40388313220105065
娯楽のウェブサイト	12.331368,0.3926462201723914
かつて存在したウェブサイト	12.331368,0.3933034631141601
レースクイーン	11.451128,0.3910323340805031
2003年のシングル	36.656165,0.6156682350324804
ソフトウェア	38.064416,0.6493055555555556
アダルトゲーム	36.883387,0.6441428571428571
コンピュータゲーム	36.874986,0.6445158730158731
漫画家	25.864322,0.5444444444444444
工芸	11.671065,0.420518956340645
San-Xキャラクター	12.766892,0.437298513446592
日本のリフォームに関する企業	12.331368,0.43458247273483935
絵画技術	11.451128,0.42641634521613986
アニメのキャラクターデザイナー	11.671065,0.4319115348160928
音楽のウェブサイト	14.533815,0.460048820442468
CMキャラクター	11.451128,0.4323170293355412
芳香族化合物	12.331368,0.4411570198826058
GNソフトウェアのゲームソフト	23.34213,0.5460520801370999
Bluetooth搭載機器	12.766892,0.4468889759458246
コンピュータゲームを題材にした作品	12.766892,0.4505779964418075
日本の地理	25.590822000000003,0.5730092592592593
キャラクター	35.889085,0.6729166666666666
KDE	26.031722000000002,0.5835604141938674
日本のウェブサイト	26.383253,0.590104009465832
芙蓉グループ	11.671065,0.4566157410979652
複素環式化合物	12.033027,0.4615112187814941
ゲームのスピンオフ作品	12.510591,0.46658859031927113
国際ローミング対応機種	12.766892,0.47435040376953885
組織学	13.437144,0.4809610720960708
Windows用ゲームソフト	36.513024,0.7024265203739689
2000年のコンピュータゲーム	11.671065,0.48177111431273567
2013年のコンピュータゲーム	12.510591,0.49278057644574713
アメリカ合衆国のアニメーション作品	12.374611,0.4933773505670343
映画主題歌	24.407638,0.6137278179084782
渋谷区の企業	28.11583,0.6509386077308741
兵庫県出身の人物	24.517543,0.6212821606248095
野球に関する記事	11.671065,0.5
九州地方のマスコット	23.122193000000003,0.6142250169965797
和紙	12.033027,0.5226024182511557
兵庫県	22.902256,0.6311111111111112
萌え本	11.671065,0.5304483861190902
実在の人物がモデルのマスコット	14.057915,0.556252632521362
継続中の作品	25.277483,0.6680555555555555
ウェブサイト	12.374611,0.5461125164298467
ヒップホップのアルバム	12.033027,0.5438240217680224
2009年のアダルトゲーム	23.482433,0.6554639378286464
オペレーティングシステム	12.766892,0.5514232494212964
アルバム	23.484155,0.6610185185185186
日本の池	14.139694,0.574523002306281
繊維	23.34213,0.6666666666666666
美術	23.122193000000003,0.6673418209876543
4コマ漫画	12.766892,0.5672370470393232
山岳	22.902256,0.6666666666666666
日本の絵本作家	12.331368,0.5650391537907077
日本の繊維製品メーカー	11.671065,0.5592282907170872
GMOインターネットグループ	14.057915,0.585656956857996
柴崎浩が制作した楽曲	11.451128,0.5669186214661565
アドベンチャーゲーム	11.671065,0.5754432640049868
アダルトゲームのファンディスク	26.046581,0.7162178819444444
2002年のシングル	24.407638,0.7024265203739689
グラビアアイドル	11.671065,0.5790215055107834
自治体のマスコット	14.057915,0.6064919914571035
2011年のゴールドディスク	12.033027,0.589642599643524
恋愛アドベンチャーゲーム	12.505324,0.5950744456354053
中部地方のマスコット	14.057915,0.612456640393616
2007年のシングル	22.902256,0.7024265203739689
サンディエゴ出身の人物	11.671065,0.5940726094535893
週刊少年ジャンプ	11.849438,0.5999268634914171
松井五郎が制作した楽曲	12.033027,0.6040342725658722
大阪府出身の人物	13.489711,0.6215265133518614
妊娠を主題としたアダルトゲーム	11.811368,0.6059610381926583
高知県出身の人物	13.066415,0.6195352292645245
Piaキャロットへようこそ!!	23.34213,0.7201251492177804
2011年のアルバム	12.033027,0.6100705549330587
