## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
Facebook	11.755409,0.7521917381115681
1992年のアルバム	11.208993,0.7255460095243992
ボン・ジョヴィのアルバム	11.208993,0.7257199736725538
ゲーム主題歌	11.402207,0.7392089147870278
アメリカ合衆国のスポーツ映画	11.472758,0.7492875141996742
架空の物質	11.515039,0.7538087456384587
テネシー州の人物	11.473619,0.7518319008630543
ミシシッピ州の人物	11.473619,0.7518319008630543
UFCのブラジル大会	11.376429,0.747248129929698
ユナイテッド・アーティスツの作品	11.333041,0.747011860746742
20世紀フォックスの作品	11.262813,0.7446637205170704
フロリダ州の人物	11.279983,0.7518319008630543
韓国の歌手グループ	11.532372,0.7643965942215363
アメリカ合衆国の刑事映画	11.262813,0.751269741993323
悪魔のいけにえ	11.511589,0.7638164723081828
ニンテンドーDS用ソフト	11.601909,0.770261339282312
インディアナ州の人物	11.21807,0.7518319008630543
アメリカ合衆国のスリラー映画	11.262813,0.760571801214002
キャラクターソング・アルバム	11.516427,0.7762886884368212
アメリカ合衆国の総合格闘家	11.26085,0.7664371439662397
小説を原作とする映画	11.333041,0.7741533519736482
カーレースを題材にした映画・オリジナルビデオ	11.472758,0.7820316183877741
ベルギーのサッカー選手	11.393026,0.7792026566224396
イギリスのサイコスリラー映画	11.288376,0.7775337335608683
ポストパンク・バンド	11.336029,0.7809436865331123
ファーロ県	11.253786,0.7778546167695471
ニュージャージー州の人物	11.5201435,0.7920276956161407
NASCAR	11.205521,0.777081932517115
ブレイク・エドワーズの監督映画	11.472758,0.7917851530349793
フェラーリの人物	11.449381,0.7907432308337143
サタデー・ナイト・ライブ	11.2314,0.7806807713175637
MSX	11.316101,0.7886018649773007
ノーマン・ジュイソンの監督映画	11.306524,0.7913477928883743
テレビアニメのサウンドトラック	11.516427,0.8053002472291285
2013年のメジャーリーグベースボール	11.270904,0.7936413386303772
ペンシルベニア州の人物	11.2314,0.7920276956161407
2008年のシングル	11.402207,0.8005259785570034
南ホラント州出身の人物	11.420099,0.8016206248928325
魔法少女リリカルなのはの音楽	11.516427,0.814191333940709
ポートランドの地理	11.370409,0.8079960062299953
オランダのサッカークラブ	11.350622,0.8093869268952941
デンマークのヘヴィメタル・バンド	11.665802,0.8260722316886716
Fateシリーズの音楽	11.402207,0.8166771565656333
TBSのローカル番組	11.712873,0.838231631515775
日本のアダルトビデオメーカー	11.374128,0.8220782232367396
アメリカ合衆国のR&B歌手	11.279983,0.8190446298439642
バーネット・ロンドン特別区出身の人物	11.449381,0.8313320028251354
シカゴを舞台とした映画作品	11.262813,0.8282197757701758
リーグチャンピオンシップシリーズ	11.270904,0.8329088836376884
エンジェルのエピソード	11.3475275,0.8387027302669179
水樹奈々	11.547981,0.8509484717935527
TBSのミニ番組	11.712873,0.8592014324256257
サンフランシスコの企業	11.252743,0.8410393275903538
セーヌ＝マリティーム県出身の人物	11.252743,0.8410980902777778
サウジアラビアのサッカークラブ	11.217816,0.8459478247063316
メキシコ系アメリカ人の総合格闘家	11.26085,0.8499201811604556
メトロイド	11.515039,0.8682227403253395
シャーロット・ボブキャッツ	11.513367,0.8719408516589504
ブラザー工業	11.393437,0.8665787037037035
東証一部上場企業	11.380365,0.866166792588306
競走馬の血統	11.258955,0.8635349285193757
顔	11.235151,0.8626701388888888
BS-TBSのテレビ番組	11.712873,0.8868345532550295
ピッツバーグを舞台とした映画作品	11.306524,0.8695825872699473
TBSの音楽番組	11.712873,0.8950603352194787
北ホラント州の基礎自治体	11.566965,0.8953200338648832
デトロイト・タイガース	11.270904,0.8929170744979802
リェイダ県	11.302492,0.8955444637345678
イギリスのオルタナティヴ・ロック・バンド	11.336029,0.898407890553555
アメリカ合衆国のオルタナティヴ・ロック・バンド	11.336029,0.8999121629586762
サッカーベルギー代表選手	11.393026,0.9071870135792942
ニューイングランド・ペイトリオッツ	11.276817,0.9037835232874656
イギリスのインディー・ロック・バンド	11.336029,0.9101170773557765
アメリカ合衆国のインディー・ロック・バンド	11.336029,0.9111199256258571
KRCヘンクの選手	11.393026,0.9187350501543209
ボストン・レッドソックス	11.270904,0.9136611493341332
インディアナポリス・コルツ	11.276817,0.9158521010159463
SCヘーレンフェーンの選手	11.420099,0.9307836612654319
VfLヴォルフスブルクの選手	11.285298,0.9252181927297667
中京区の企業	11.380365,0.9319112393100565
レンジャーズの選手	11.393026,0.934262621634945
PSVアイントホーフェンの選手	11.285298,0.9307836612654319
DREAMの大会	11.306758,0.9371026848547525
ADOデン・ハーグの選手	11.420099,0.9474434692215362
サークル・ブルッヘの選手	11.393026,0.9479595336076816
エクセルシオールの選手	11.393026,0.9479595336076816
ニューカッスル・ユナイテッドFCの選手	11.420099,0.9531293134859395
フォルトゥナ・シッタートの選手	11.285298,0.9506610439529034
説明が求められている文章がある記事	11.755409,1.0
物語世界内の観点に立って書かれている記事	11.547981,1.0
孤立	11.2586975,1.0
## IMINE2-J-004	壁紙
存命人物	163.99931000000004,
建築	148.88056500000002,0.010555555555555554
装飾	149.24537,0.0662692901234568
建築材料	148.88056500000002,0.13584136607712716
インテリア	149.271399,0.21219465143157862
企業	130.500142,0.4416288120097093
日本のイラストレーター	88.471079,0.33414924485963843
住宅関連企業	64.53953,0.17541573416836795
Leadの楽曲	73.09683000000001,0.5477110839062321
シングル	73.09683000000001,0.6597222222222222
美術家	62.931286,0.6611111111111112
グラフィカルユーザインタフェース	39.175204,0.4406763081765216
日本の漫画家	38.19569,0.44464467355683285
美少女ゲーム	37.863216,0.4613233810106852
ソフトウェア	38.064416,0.6493055555555556
2003年のシングル	36.656165,0.6156682350324804
アダルトゲーム	36.883387,0.6441428571428571
コンピュータゲーム	36.874986,0.6445158730158731
紙	25.099442,0.27268700676005486
キャラクター	35.889085,0.6729166666666666
Windows用ゲームソフト	36.513024,0.7024265203739689
20世紀美術	23.122193000000003,0.23628350764906203
日本の卸売企業	25.744135,0.4095972987278045
放送局のマスコット	23.122193000000003,0.31657635358319997
フリーウェア	27.646676,0.495227771407274
オープンソース	23.484155,0.34336351108427965
東京都出身の人物	25.821078999999997,0.4307497616518696
1979年生	24.517543,0.3961264449731366
1971年生	24.002433,0.3961264449731366
日本のアニメーター	24.87949,0.4833782585424287
ゲームのグラフィッカー・原画家	25.856726000000002,0.5290072264060584
漫画家	25.864322,0.5444444444444444
渋谷区の企業	28.11583,0.6509386077308741
日本の地理	25.590822000000003,0.5730092592592593
日本のウェブサイト	26.383253,0.6106143446213631
KDE	26.031722000000002,0.606120115973362
化成品	12.331368,0.15017902306241426
GNソフトウェアのゲームソフト	23.34213,0.5643662237916286
映画主題歌	24.407638,0.6137278179084782
兵庫県出身の人物	24.517543,0.6212821606248095
包装	12.331368,0.18300969448071974
複合材料	12.331368,0.18520971757830357
継続中の作品	25.277483,0.6680555555555555
容器	12.033027,0.17966796875000002
衣料	13.066415,0.23085088875969267
アダルトゲームのファンディスク	26.046581,0.7162178819444444
九州地方のマスコット	23.122193000000003,0.6142250169965797
兵庫県	22.902256,0.6311111111111112
2009年のアダルトゲーム	23.482433,0.6554639378286464
印刷	12.033027,0.2313249291906071
アルバム	23.484155,0.6610185185185186
2002年のシングル	24.407638,0.7024265203739689
繊維	23.34213,0.6666666666666666
美術	23.122193000000003,0.6673418209876543
2000年設立の企業	14.057915,0.33231877050567904
住宅	12.302709,0.27282118055555554
山岳	22.902256,0.6666666666666666
文化運動	11.671065,0.25487120057270884
壁	12.302709,0.2861411752373757
1949年設立の企業	13.711108,0.3388080550107882
キノコ	11.451128,0.25873074559899406
芸術運動	11.671065,0.2715073341523695
西洋美術史	11.671065,0.2774953704225952
合成樹脂	12.331368,0.30367912635983463
ヨーロッパの文化史	11.671065,0.28410997563686324
2007年のシングル	22.902256,0.7024265203739689
Piaキャロットへようこそ!!	23.34213,0.7201251492177804
1944年生	14.398784,0.3961264449731366
PlaceEngine	12.033027,0.3093325239915948
建築構造	12.302709,0.3229425506658466
織物	11.671065,0.31644607606738673
可塑剤	12.331368,0.3411623371056241
技能士	14.42272,0.4216435975296337
伝統工芸	11.671065,0.32347362215701503
1955年設立の企業	12.033027,0.3388080550107882
共有筆名	13.489711,0.3945293209876543
キャンペーンガール	11.451128,0.32285575869475946
ゲームクリエイター	13.208425,0.38963198155610174
オリジナルキャラクター	13.647485,0.41938237802569167
フランスの博物館	14.448749,0.45389757235653283
法律書	11.671065,0.3554218265650953
日本の事務用品メーカー	13.437144,0.4223517408996205
2004年設立の企業	12.331368,0.3877736377689901
1978年生	12.510591,0.3961264449731366
スマートフォン	12.766892,0.40675082319659184
音楽のウェブサイト	14.533815,0.47516728197681013
1984年生	12.331368,0.3961264449731366
イギリスの文化	11.671065,0.3746353176644457
交通事故死した人物	11.671065,0.37496479880988104
エピックレコードジャパンのシングル	22.902256,0.7969427446511584
日本のリフォームに関する企業	12.331368,0.44238800810721013
娯楽のウェブサイト	12.331368,0.4475517141800779
有機ヒ素化合物	12.033027,0.4379204694331919
1988年没	11.671065,0.4242548464734116
1913年設立の企業	11.671065,0.4248773248617541
日本の建設会社	12.374611,0.45320947186229127
インセストを題材としたフィクション作品	11.811368,0.433255390884921
1949年生	11.671065,0.43294342427078564
1985年生	11.671065,0.43294342427078564
兵庫県の山	22.902256,0.8806684597104338
1981年生	11.451128,0.435798654647848
San-Xキャラクター	12.766892,0.4983211266369813
コンピュータゲームを題材にした作品	12.766892,0.5020400280902853
かつて存在したウェブサイト	12.331368,0.4849360148111979
Bluetooth搭載機器	12.766892,0.5079186351225519
六甲山地	22.902256,0.9161188453464687
孤立	24.364395000000002,1.0
芳香族化合物	12.331368,0.5058485011497525
神戸市中央区の地理	22.902256,0.9451072103517839
レースクイーン	11.451128,0.47247970991253024
工芸	11.671065,0.48647159143587815
複素環式化合物	12.033027,0.5058485011497525
組織学	13.437144,0.5664959196115574
ゲームのスピンオフ作品	12.510591,0.5305239333742396
野球に関する記事	11.671065,0.5
絵画技術	11.451128,0.49118118664367943
アニメのキャラクターデザイナー	11.671065,0.5056303577722526
国際ローミング対応機種	12.766892,0.5555434505918874
CMキャラクター	11.451128,0.5061709945077392
2013年のコンピュータゲーム	12.510591,0.5574136035061982
アメリカ合衆国のアニメーション作品	12.374611,0.5557529935421925
北海道	14.139694,0.6311111111111112
実在の人物がモデルのマスコット	14.057915,0.6316030618506452
コンピュータ	14.533815,0.6527777777777778
芙蓉グループ	11.671065,0.5384597533494668
2000年のコンピュータゲーム	11.671065,0.5452309908666952
日本の池	14.139694,0.6533119748954581
博物館	14.448749,0.6675631981187536
オペレーティングシステム	12.766892,0.6099715649291266
GMOインターネットグループ	14.057915,0.665672820454199
和紙	12.033027,0.5835994589768665
ウェブサイト	12.374611,0.6104924154621585
4コマ漫画	12.766892,0.6317120103642737
自治体のマスコット	14.057915,0.6916690565506053
ヒップホップのアルバム	12.033027,0.6109585221884536
萌え本	11.671065,0.5967306235394118
中部地方のマスコット	14.057915,0.6969408599611128
携帯電話	12.766892,0.6587777777777779
日本の絵本作家	12.331368,0.6419465013519843
インターネット	12.374611,0.6496759259259259
漫画	12.766892,0.6737731481481481
大阪府出身の人物	13.489711,0.7085550539858845
日本の繊維製品メーカー	11.671065,0.6343426322700288
文人	13.066415,0.6929783950617283
鉄道	12.331368,0.6625925925925926
恋愛アドベンチャーゲーム	12.505324,0.6741075108550889
神道	12.033027,0.655172335600907
化学	12.033027,0.6597222222222222
