## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
アメリカ合衆国の刑事映画	11.262813,0.6268182876590495
テネシー州の人物	11.473619,0.6284109884425301
ミシシッピ州の人物	11.473619,0.6284109884425301
フロリダ州の人物	11.279983,0.6284109884425301
インディアナ州の人物	11.21807,0.6284109884425301
悪魔のいけにえ	11.511589,0.6331801384496087
アメリカ合衆国のスリラー映画	11.262813,0.6335170332726302
ブラジルのサッカークラブ	22.898922,0.6671537271676022
韓国の歌手グループ	11.532372,0.6543246376365648
アメリカ合衆国の総合格闘家	11.26085,0.6550738120653327
ニンテンドーDS用ソフト	11.601909,0.6575360659319681
小説を原作とする映画	11.333041,0.663036114590191
バフィーのコミック	22.761116,0.6944624818975533
ファーロ県	11.253786,0.6663907654338846
ベルギーのサッカー選手	11.393026,0.6710659618395974
NASCAR	11.205521,0.6722720548509397
サタデー・ナイト・ライブ	11.2314,0.6742044085396394
UFCのカナダ大会	22.753206,0.7072013543635652
イギリスのサイコスリラー映画	11.288376,0.6799295692601509
キャラクターソング・アルバム	11.516427,0.6811617339326838
MSX	11.316101,0.6816892932481788
フェラーリの人物	11.449381,0.6822235277388798
カーレースを題材にした映画・オリジナルビデオ	11.472758,0.6840712068689679
ニュージャージー州の人物	11.5201435,0.6843881786074912
ポストパンク・バンド	11.336029,0.6839148650007475
ペンシルベニア州の人物	11.2314,0.6843881786074912
2013年のメジャーリーグベースボール	11.270904,0.6858182641027274
ノーマン・ジュイソンの監督映画	11.306524,0.6917447191698665
ブレイク・エドワーズの監督映画	11.472758,0.6925234696858007
南ホラント州出身の人物	11.420099,0.6928323147969536
2008年のシングル	11.402207,0.6933104570231131
ポートランドの地理	11.370409,0.6994340477228128
テレビアニメのサウンドトラック	11.516427,0.7010017840383382
オランダのサッカークラブ	11.350622,0.7012843097292112
アメリカ合衆国のR&B歌手	11.279983,0.7088120365012001
魔法少女リリカルなのはの音楽	11.516427,0.7101837111834515
日本のライトノベル作家	23.094409,0.7438588693784769
Fateシリーズの音楽	11.402207,0.743684143798752
日本のアダルトビデオメーカー	11.374128,0.7468484857616924
アメリカ合衆国のロマンティック・コメディ映画	22.779282000000002,0.7829861246269318
シカゴを舞台とした映画作品	11.262813,0.7531703271858965
バーネット・ロンドン特別区出身の人物	11.449381,0.7550830633481531
デンマークのヘヴィメタル・バンド	11.665802,0.7568556474862906
リーグチャンピオンシップシリーズ	11.270904,0.7564609578171438
TBSのローカル番組	11.712873,0.7614132612751963
フェイエノールト	22.725617999999997,0.7960233149707534
エンジェルのエピソード	11.3475275,0.7738417875350675
セーヌ＝マリティーム県出身の人物	11.252743,0.7756629171489198
サンフランシスコの企業	11.252743,0.7764759024067852
イングランドのロック・バンド	23.143500000000003,0.8177587625264867
サウジアラビアのサッカークラブ	11.217816,0.7914486279110049
水樹奈々	11.547981,0.7941064532458609
メキシコ系アメリカ人の総合格闘家	11.26085,0.7944876336937531
TBSのミニ番組	11.712873,0.8045591825494822
顔	11.235151,0.8050038700810185
東証一部上場企業	11.380365,0.8078660564937166
ブラザー工業	11.393437,0.8092257375346505
競走馬の血統	11.258955,0.8105929308674571
メトロイド	11.515039,0.8117531487121057
サッカーオランダ代表選手	22.705396999999998,0.8468565095912052
ピッツバーグを舞台とした映画作品	11.306524,0.8302873274526241
シャーロット・ボブキャッツ	11.513367,0.8329324475207428
フェイエノールトの選手	34.098423,0.9071870135792942
BS-TBSのテレビ番組	11.712873,0.8868345532550295
デトロイト・タイガース	11.270904,0.8929170744979802
TBSの音楽番組	11.712873,0.8950603352194787
北ホラント州の基礎自治体	11.566965,0.8953200338648832
リェイダ県	11.302492,0.8955444637345678
イギリスのオルタナティヴ・ロック・バンド	11.336029,0.898407890553555
アメリカ合衆国のオルタナティヴ・ロック・バンド	11.336029,0.8999121629586762
ニューイングランド・ペイトリオッツ	11.276817,0.9037835232874656
サッカーベルギー代表選手	11.393026,0.9071870135792942
イギリスのインディー・ロック・バンド	11.336029,0.9101170773557765
アメリカ合衆国のインディー・ロック・バンド	11.336029,0.9111199256258571
ボストン・レッドソックス	11.270904,0.9136611493341332
インディアナポリス・コルツ	11.276817,0.9158521010159463
KRCヘンクの選手	11.393026,0.9187350501543209
VfLヴォルフスブルクの選手	11.285298,0.9252181927297667
SCヘーレンフェーンの選手	11.420099,0.9307836612654319
PSVアイントホーフェンの選手	11.285298,0.9307836612654319
中京区の企業	11.380365,0.9319112393100565
レンジャーズの選手	11.393026,0.934262621634945
DREAMの大会	11.306758,0.9371026848547525
ADOデン・ハーグの選手	11.420099,0.9474434692215362
サークル・ブルッヘの選手	11.393026,0.9479595336076816
エクセルシオールの選手	11.393026,0.9479595336076816
フォルトゥナ・シッタートの選手	11.285298,0.9479595336076816
ニューカッスル・ユナイテッドFCの選手	11.420099,0.9531293134859395
説明が求められている文章がある記事	11.755409,1.0
物語世界内の観点に立って書かれている記事	11.547981,1.0
孤立	11.2586975,1.0
## IMINE2-J-004	壁紙
存命人物	163.99931000000004,
建築	148.88056500000002,0.010555555555555554
装飾	149.24537,0.0662692901234568
建築材料	148.88056500000002,0.13584136607712716
インテリア	149.271399,0.21219465143157862
住宅関連企業	64.53953,0.14915557911903035
キノコ	11.451128,0.13105913103267142
化成品	12.331368,0.13583622685185184
複合材料	12.331368,0.14945023148148148
包装	12.331368,0.15823871441025808
20世紀美術	23.122193000000003,0.1794188442580628
1949年設立の企業	13.711108,0.17470993416309782
1955年設立の企業	12.033027,0.17470993416309782
2000年設立の企業	14.057915,0.178706719726138
衣料	13.066415,0.17989696004590147
容器	12.033027,0.17966796875000002
合成樹脂	12.331368,0.18187199931412892
ヨーロッパの文化史	11.671065,0.1882403886310911
紙	25.099442,0.2097240777905655
PlaceEngine	12.033027,0.19328315126622975
1979年生	24.517543,0.21555378254143387
芸術運動	11.671065,0.20287627580070336
織物	11.671065,0.2029702025537473
建築構造	12.302709,0.20420760801891807
放送局のマスコット	23.122193000000003,0.22658404618786374
オープンソース	23.484155,0.231406846081288
東京都出身の人物	25.821078999999997,0.24001673576149413
文化運動	11.671065,0.221189438408759
西洋美術史	11.671065,0.2228680050694961
印刷	12.033027,0.2313249291906071
2004年設立の企業	12.331368,0.23242306798101472
1913年設立の企業	11.671065,0.23242306798101472
伝統工芸	11.671065,0.23501468529533653
1971年生	24.002433,0.2540358294693548
可塑剤	12.331368,0.24418949581332877
法律書	11.671065,0.24931749292600966
1988年没	11.671065,0.24970639377435924
スマートフォン	12.766892,0.2513894347248714
1944年生	14.398784,0.2540358294693548
キャンペーンガール	11.451128,0.25231807009481355
1978年生	12.510591,0.2540358294693548
1984年生	12.331368,0.2540358294693548
1985年生	11.671065,0.2540358294693548
1949年生	11.671065,0.2540358294693548
1981年生	11.451128,0.2540358294693548
交通事故死した人物	11.671065,0.2548693619340883
イギリスの文化	11.671065,0.2592961660499251
インセストを題材としたフィクション作品	11.811368,0.26580465231801487
ゲームクリエイター	13.208425,0.2692212120673006
壁	12.302709,0.26977465532120626
日本のイラストレーター	88.471079,0.37821353987227496
企業	130.500142,0.4416288120097093
住宅	12.302709,0.27282118055555554
日本の卸売企業	25.744135,0.3431248290212932
有機ヒ素化合物	12.033027,0.3313021130722736
シングル	73.09683000000001,0.4560267047311707
技能士	14.42272,0.35600469484713443
日本の事務用品メーカー	13.437144,0.3585845845844695
娯楽のウェブサイト	12.331368,0.36035974049170416
日本の建設会社	12.374611,0.3630847596401225
グラフィカルユーザインタフェース	39.175204,0.4169751961170968
かつて存在したウェブサイト	12.331368,0.37450687930678794
フランスの博物館	14.448749,0.37955306285314544
絵画技術	11.451128,0.37542713989350646
美術家	62.931286,0.472355621341095
工芸	11.671065,0.37806520931402915
Bluetooth搭載機器	12.766892,0.3859839658605167
漫画家	25.864322,0.41271708437678173
美少女ゲーム	37.863216,0.43730585834585317
フリーウェア	27.646676,0.4200115998686604
日本の漫画家	38.19569,0.43993901388769796
共有筆名	13.489711,0.3945293209876543
レースクイーン	11.451128,0.3910323340805031
野球に関する記事	11.671065,0.3952625892824052
音楽のウェブサイト	14.533815,0.40141460310802524
オリジナルキャラクター	13.647485,0.40388313220105065
コンピュータゲームを題材にした作品	12.766892,0.40286699928700387
CMキャラクター	11.451128,0.40326679623993417
2000年のコンピュータゲーム	11.671065,0.4053171293979793
国際ローミング対応機種	12.766892,0.4103663604508412
日本の地理	25.590822000000003,0.4351629263251243
組織学	13.437144,0.4164171332881188
2013年のコンピュータゲーム	12.510591,0.414845191851441
アメリカ合衆国のアニメーション作品	12.374611,0.4180843986363548
アニメのキャラクターデザイナー	11.671065,0.42090501970762945
ソフトウェア	38.064416,0.4699359347891869
日本のアニメーター	24.87949,0.44777327488098456
ゲームのスピンオフ作品	12.510591,0.4255596453490484
コンピュータゲーム	36.874986,0.47144217524483917
San-Xキャラクター	12.766892,0.4305905867695354
日本のリフォームに関する企業	12.331368,0.43458247273483935
Leadの楽曲	73.09683000000001,0.5477110839062321
キャラクター	35.889085,0.4786017142218072
アダルトゲーム	36.883387,0.4812183535893005
芳香族化合物	12.331368,0.4411570198826058
山岳	22.902256,0.46463816003925895
繊維	23.34213,0.46740737894107925
ゲームのグラフィッカー・原画家	25.856726000000002,0.47991821002635315
芙蓉グループ	11.671065,0.4541290846836419
コンピュータ	14.533815,0.4601465145158179
複素環式化合物	12.033027,0.4615112187814941
和紙	12.033027,0.46604815562505547
兵庫県	22.902256,0.4883415801089357
アルバム	23.484155,0.4957638888888889
継続中の作品	25.277483,0.5010416666666666
萌え本	11.671065,0.4749581282197813
GNソフトウェアのゲームソフト	23.34213,0.4988268193000165
美術	23.122193000000003,0.5005063657407407
オペレーティングシステム	12.766892,0.4814536640182935
ウェブサイト	12.374611,0.4836404069914951
インターネット	12.374611,0.48725694444444445
日本の繊維製品メーカー	11.671065,0.4884139920574665
実在の人物がモデルのマスコット	14.057915,0.4936701081651004
神道	12.033027,0.4913792517006803
携帯電話	12.766892,0.49408333333333343
ヒップホップのアルバム	12.033027,0.49263461384183277
日本の池	14.139694,0.4979530354932183
化学	12.033027,0.49479166666666663
博物館	14.448749,0.5006723985890652
鉄道	12.331368,0.49694444444444447
書籍	11.671065,0.4959027777777778
法	11.671065,0.49664351851851857
工業製品	12.033027,0.5
アイドル	11.451128,0.5
北海道	14.139694,0.5060587162444151
KDE	26.031722000000002,0.532287400437423
漫画	12.766892,0.5053298611111111
日本のウェブサイト	26.383253,0.5362753068446895
GMOインターネットグループ	14.057915,0.5118084468414208
日本の絵本作家	12.331368,0.5119578497213604
九州地方のマスコット	23.122193000000003,0.5391654158316508
柴崎浩が制作した楽曲	11.451128,0.5163313883993798
文人	13.066415,0.5197337962962962
2011年のゴールドディスク	12.033027,0.5200214029191886
アドベンチャーゲーム	11.671065,0.5217329285133592
兵庫県出身の人物	24.517543,0.5485741281414918
自治体のマスコット	14.057915,0.5292671502994796
4コマ漫画	12.766892,0.5279403305576988
グラビアアイドル	11.671065,0.5257567318090365
サンディエゴ出身の人物	11.671065,0.5269365855052583
週刊少年ジャンプ	11.849438,0.5287184758208869
映画主題歌	24.407638,0.5562808414058631
アニメ関係者	11.671065,0.53125
性風俗関係者	11.451128,0.5308333333333334
渋谷区の企業	28.11583,0.5649084452771683
恋愛アドベンチャーゲーム	12.505324,0.5345304875322171
妊娠を主題としたアダルトゲーム	11.811368,0.5400161407819555
2011年のアルバム	12.033027,0.5450892365564013
市町村章	11.451128,0.5457586536273731
