## IMINE2-J-001	cvs
悪魔のいけにえ	11.511589,94.94929648026593
ニンテンドーDS用ソフト	11.601909,96.19741091279899
韓国の歌手グループ	11.532372,96.67571946593361
アメリカ合衆国のスポーツ映画	11.472758,97.3385905255174
ファーロ県	11.253786,97.40046256300074
20世紀フォックスの作品	11.262813,98.29972686789975
アメリカ合衆国の総合格闘家	11.26085,99.10406309025623
アメリカ合衆国の刑事映画	11.262813,99.90094516935417
NASCAR	11.205521,100.71634652549682
ベルギーのサッカー選手	11.393026,102.05749589825699
キャラクターソング・アルバム	11.516427,103.38555143514557
カーレースを題材にした映画・オリジナルビデオ	11.472758,104.04242745578999
アメリカ合衆国のスリラー映画	11.262813,104.18971263123157
MSX	11.316101,104.98839337683506
フェラーリの人物	11.449381,106.05283640205916
サタデー・ナイト・ライブ	11.2314,106.13511366437199
小説を原作とする映画	11.333041,107.1467351924665
ポストパンク・バンド	11.336029,107.98700379298654
ニュージャージー州の人物	11.5201435,109.24036574819245
2013年のメジャーリーグベースボール	11.270904,109.66962105216949
ペンシルベニア州の人物	11.2314,110.5764234093384
ブレイク・エドワーズの監督映画	11.472758,112.16291619346512
2008年のシングル	11.402207,112.81352280299369
イギリスのサイコスリラー映画	11.288376,113.20293441745814
ノーマン・ジュイソンの監督映画	11.306524,114.0776161314974
ポートランドの地理	11.370409,114.94541679040321
南ホラント州出身の人物	11.420099,115.88721535989205
テレビアニメのサウンドトラック	11.516427,117.30426838453383
オランダのサッカークラブ	11.350622,117.91603430209514
魔法少女リリカルなのはの音楽	11.516427,120.98476334734299
日本のアダルトビデオメーカー	11.374128,121.42786365592859
シカゴを舞台とした映画作品	11.262813,122.01256595213833
アメリカ合衆国のR&B歌手	11.279983,123.08414704939922
デンマークのヘヴィメタル・バンド	11.665802,124.99620250577264
バーネット・ロンドン特別区出身の人物	11.449381,125.11164108150238
Fateシリーズの音楽	11.402207,125.83422749330693
リーグチャンピオンシップシリーズ	11.270904,126.97733470156008
サンフランシスコの企業	11.252743,127.93954611980534
エンジェルのエピソード	11.3475275,129.8426101561997
セーヌ＝マリティーム県出身の人物	11.252743,130.66574407880412
サウジアラビアのサッカークラブ	11.217816,131.76373365225535
TBSのローカル番組	11.712873,134.17373285773473
水樹奈々	11.547981,134.60182583364912
TBSのミニ番組	11.712873,135.955617160955
メキシコ系アメリカ人の総合格闘家	11.26085,136.1499736326092
東証一部上場企業	11.380365,138.1478819700005
メトロイド	11.515039,140.1508371119227
顔	11.235151,140.2232810160079
シャーロット・ボブキャッツ	11.513367,141.87754815243156
競走馬の血統	11.258955,141.90318779812083
ピッツバーグを舞台とした映画作品	11.306524,142.89379649487918
ブラザー工業	11.393437,145.0175548832612
BS-TBSのテレビ番組	11.712873,147.39734000273577
TBSの音楽番組	11.712873,149.51010630814122
北ホラント州の基礎自治体	11.566965,150.14543956039444
デトロイト・タイガース	11.270904,150.57643327492949
リェイダ県	11.302492,151.56462877347488
イギリスのオルタナティヴ・ロック・バンド	11.336029,154.07238580412204
ニューイングランド・ペイトリオッツ	11.276817,154.9240671182243
アメリカ合衆国のオルタナティヴ・ロック・バンド	11.336029,156.04108663436983
サッカーベルギー代表選手	11.393026,157.45434980365246
イギリスのインディー・ロック・バンド	11.336029,159.22857714363786
ボストン・レッドソックス	11.270904,160.00079195711962
アメリカ合衆国のインディー・ロック・バンド	11.336029,161.15514456231733
KRCヘンクの選手	11.393026,162.45100428307887
インディアナポリス・コルツ	11.276817,163.04434612645923
VfLヴォルフスブルクの選手	11.285298,165.35013466919423
SCヘーレンフェーンの選手	11.420099,167.2095908683401
中京区の企業	11.380365,168.20703682102646
PSVアイントホーフェンの選手	11.285298,169.03388001724377
レンジャーズの選手	11.393026,170.52032325474138
DREAMの大会	11.306758,172.37148484402982
ADOデン・ハーグの選手	11.420099,174.74885966762267
サークル・ブルッヘの選手	11.393026,175.78688043577034
エクセルシオールの選手	11.393026,176.73239655374013
フォルトゥナ・シッタートの選手	11.285298,177.67791267171
ニューカッスル・ユナイテッドFCの選手	11.420099,179.58615214225352
## IMINE2-J-004	壁紙
存命人物	163.99931000000004,
建築	148.88056500000002,0.010555555555555554
建築材料	148.88056500000002,0.09578515102559157
装飾	149.24537,0.2632312570102652
インテリア	149.271399,0.5312014132775792
企業	130.500142,0.6283940059868303
住宅関連企業	64.53953,0.7771904265728955
日本のイラストレーター	88.471079,1.2243370687596542
Leadの楽曲	73.09683000000001,1.7481424922130415
容器	12.033027,0.7188876669035831
化成品	12.331368,0.842715024358884
キノコ	11.451128,0.9830442760003306
シングル	73.09683000000001,2.766911319860101
複合材料	12.331368,1.1954807978739104
20世紀美術	23.122193000000003,1.6828779384359995
美術家	62.931286,3.291122725872229
紙	25.099442,2.09437117254976
包装	12.331368,1.7758828634423443
1949年設立の企業	13.711108,2.0141777157146903
文化運動	11.671065,2.0812985805737556
1955年設立の企業	12.033027,2.2788484398630438
印刷	12.033027,2.4280475925004943
日本の漫画家	38.19569,3.929034897682415
衣料	13.066415,2.8261467001255487
ヨーロッパの文化史	11.671065,2.885830956671854
1979年生	24.517543,3.9069966531235374
キャラクター	35.889085,4.905829823373777
グラフィカルユーザインタフェース	39.175204,5.258258554190136
放送局のマスコット	23.122193000000003,4.362323042853474
ソフトウェア	38.064416,5.760104134059649
1971年生	24.002433,4.864576687807065
オープンソース	23.484155,5.099049865132377
コンピュータゲーム	36.874986,6.490529965348886
合成樹脂	12.331368,4.359137873064984
2000年設立の企業	14.057915,4.72874275679152
住宅	12.302709,4.695399194132229
西洋美術史	11.671065,4.801344337855211
アダルトゲーム	36.883387,7.833048150736668
東京都出身の人物	25.821078999999997,6.7427830692288575
壁	12.302709,5.460728412757765
日本の卸売企業	25.744135,7.434705497994175
PlaceEngine	12.033027,5.876959889715807
共有筆名	13.489711,6.213925559980692
山岳	22.902256,7.771147137564425
芸術運動	11.671065,6.442979224484173
2004年設立の企業	12.331368,6.693534378248288
可塑剤	12.331368,6.9355504682338065
繊維	23.34213,8.918817931397387
1913年設立の企業	11.671065,7.165885660639621
漫画家	25.864322,9.87316129497141
建築構造	12.302709,7.7144672088345425
織物	11.671065,7.809215930077655
伝統工芸	11.671065,8.022697164348438
美術	23.122193000000003,10.350896760319438
日本のアニメーター	24.87949,10.880407983613908
日本の地理	25.590822000000003,11.42020787972501
フリーウェア	27.646676,12.006693625884727
美少女ゲーム	37.863216,14.608637136778995
継続中の作品	25.277483,12.30130634214249
1944年生	14.398784,10.294677203534794
イギリスの文化	11.671065,9.945187993722673
ゲームのグラフィッカー・原画家	25.856726000000002,13.818093724182274
有機ヒ素化合物	12.033027,10.794276179723948
孤立	24.364395000000002,13.993299235743676
2003年のシングル	36.656165,17.458022153589667
交通事故死した人物	11.671065,11.409580305746625
化学	12.033027,11.750870470321825
スマートフォン	12.766892,12.307094450455127
工業製品	12.033027,12.258044652838503
1978年生	12.510591,12.514315847689847
1984年生	12.331368,12.7683516771592
法律書	11.671065,12.792711324977157
アルバム	23.484155,16.551405719718257
1988年没	11.671065,13.195347845326845
技能士	14.42272,14.47340322561076
Windows用ゲームソフト	36.513024,21.986043994789423
1985年生	11.671065,14.380285277167053
1949年生	11.671065,14.741626972977283
オリジナルキャラクター	13.647485,15.722479308279071
1981年生	11.451128,15.231634543457679
日本のウェブサイト	26.383253,21.097929912917646
キャンペーンガール	11.451128,15.871734667409743
ゲームクリエイター	13.208425,16.806862851808997
コンピュータ	14.533815,17.51417559375358
日本の事務用品メーカー	13.437144,17.26723810496541
フランスの博物館	14.448749,17.98532529010835
博物館	14.448749,18.125199198692627
KDE	26.031722000000002,23.24337501828364
渋谷区の企業	28.11583,24.815404230085264
芳香族化合物	12.331368,18.506036903295566
文人	13.066415,19.02708232383052
日本の建設会社	12.374611,18.8677917498882
日本のリフォームに関する企業	12.331368,19.355012851091868
複素環式化合物	12.033027,19.5182939427464
鉄道	12.331368,19.723757064663292
性風俗関係者	11.451128,19.796339212248554
映画主題歌	24.407638,26.108646246034017
工芸	11.671065,20.552954284758687
携帯電話	12.766892,21.39448483827421
絵画技術	11.451128,20.90952977444483
法	11.671065,21.468912294893762
Bluetooth搭載機器	12.766892,22.11204756531943
九州地方のマスコット	23.122193000000003,27.901606587162334
書籍	11.671065,22.134237392364675
2000年のコンピュータゲーム	11.671065,22.43293306706701
San-Xキャラクター	12.766892,23.37882226199951
兵庫県	22.902256,29.351518813904867
GNソフトウェアのゲームソフト	23.34213,29.92223131969889
レースクイーン	11.451128,23.638819557998456
兵庫県出身の人物	24.517543,31.58857869580485
アニメ関係者	11.671065,24.49306025050382
インセストを題材としたフィクション作品	11.811368,24.91864351085718
アニメのキャラクターデザイナー	11.671065,25.232626237615005
漫画	12.766892,26.085511464489514
組織学	13.437144,26.791999628003516
ゲームのスピンオフ作品	12.510591,26.729122133178244
アイドル	11.451128,26.47973364615164
2009年のアダルトゲーム	23.482433,34.26836086656914
娯楽のウェブサイト	12.331368,27.68796193835566
国際ローミング対応機種	12.766892,28.34981115485301
内容の精度・確度に欠けている可能性のある記事	13.647485,28.9482750036743
CMキャラクター	11.451128,27.84469602785641
アメリカ合衆国のアニメーション作品	12.374611,29.04637359676611
コンピュータ	13.066415,29.609454465676226
2013年のコンピュータゲーム	12.510591,29.64752982915583
神道	12.033027,29.83994353853958
かつて存在したウェブサイト	12.331368,30.41463422034384
芙蓉グループ	11.671065,30.522534428349267
野球に関する記事	11.671065,30.71793049563201
インターネット	12.374611,31.654038102075376
アダルトゲームのファンディスク	26.046581,41.963212440099625
訳語に疑問点のある記事	13.066415,32.89018345038632
2002年のシングル	24.407638,41.54367028026584
コンピュータゲームを題材にした作品	12.766892,33.55174831946804
和紙	12.033027,33.41044043525469
Wikifyが必要な項目/2014年11月	12.652863,34.18110417115722
音楽のウェブサイト	14.533815,35.91459166720441
日本の池	14.139694,36.62103359790373
2007年のシングル	22.902256,44.28183338353768
オペレーティングシステム	12.766892,36.766120146490195
ウェブサイト	12.374611,37.33366368234325
ヒップホップのアルバム	12.033027,37.651593358845574
参照方法	11.671065,37.817103434429306
萌え本	11.671065,38.34090549118083
GMOインターネットグループ	14.057915,41.14744838867959
4コマ漫画	12.766892,40.66834938324481
日本の絵本作家	12.331368,40.949443668695324
日本の繊維製品メーカー	11.671065,40.86054799930037
Piaキャロットへようこそ!!	23.34213,52.20500729562988
長大な音楽作品名	11.451128,41.68418194537596
柴崎浩が制作した楽曲	11.451128,42.6525383454148
